customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C00176,Male,0,Yes,Yes,52,Yes,No,DSL,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,102.33,2070.8165986964605,Yes
C00177,Male,1,No,No,19,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Two year,No,Electronic check,54.18,7246.853498008321,No
C00178,Male,0,No,No,15,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,Two year,Yes,Bank transfer,19.03,6798.934559556174,No
C00179,Male,0,Yes,No,69,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Mailed check,80.62,7148.113136750734,Yes
C00180,Male,0,Yes,No,55,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,88.39,6275.864653674713,Yes
C00181,Male,0,No,No,57,No,No,DSL,No,Yes,No internet service,No,No internet service,No,One year,Yes,Electronic check,83.08,7221.861598456704,No
C00182,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,114.79,1741.7877502670885,No
C00183,Male,0,No,No,3,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card,104.3,3920.57567427662,Yes
C00184,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,62.88,6000.387989771382,No
C00185,Male,0,Yes,Yes,9,Yes,No,DSL,Yes,No,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,24.29,5528.105134591425,No
C00186,Female,0,Yes,No,23,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,65.61,6212.942429966956,No
C00187,Male,0,No,No,25,Yes,No,No,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer,86.92,1944.9929570706324,No
C00188,Male,0,Yes,Yes,36,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,78.77,853.724231547196,Yes
C00189,Female,0,No,No,53,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Bank transfer,71.81,7951.463451642536,No
C00190,Male,0,Yes,No,20,Yes,No,No,Yes,No internet service,No,Yes,No,No,Month-to-month,Yes,Credit card,64.88,4858.3708502557,No
C00191,Male,1,No,Yes,37,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Electronic check,47.38,1334.1322432527752,No
C00192,Male,0,No,No,45,Yes,No,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,45.73,6881.4754747090865,No
C00193,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,68.02,7935.187340385768,No
C00194,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,34.06,1470.624396567229,No
C00195,Female,1,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,52.07,7089.418224548996,Yes
C00196,Female,1,Yes,No,44,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,50.4,8093.860956820799,Yes
C00197,Female,0,No,No,19,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Electronic check,76.71,8138.410159367359,No
C00198,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,24.67,7928.478991920816,No
C00199,Male,0,No,No,70,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No,No internet service,Two year,Yes,Bank transfer,100.97,4739.109440199171,No
C00200,Male,0,No,No,3,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,74.24,3089.420754542808,Yes
C00201,Female,0,No,No,13,Yes,No,No,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer,85.08,63.077061130142546,No
C00202,Male,0,Yes,No,2,Yes,No,No,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,88.31,528.2917436567544,No
C00203,Male,1,No,No,57,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,Yes,Two year,Yes,Credit card,47.15,3719.320779674269,No
C00204,Female,0,Yes,Yes,54,Yes,No,No,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,65.04,3463.355667653569,No
C00205,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No,One year,No,Bank transfer,113.62,1602.023737699597,Yes
C00206,Female,0,No,No,23,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card,94.67,3429.99828311856,No
C00207,Female,0,Yes,No,33,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,114.96,1514.7400176944075,No
C00208,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,92.63,7361.566535324865,No
C00209,Male,0,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer,35.56,2586.244175815069,No
C00210,Male,0,Yes,No,30,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,24.45,5191.348608923023,Yes
C00211,Male,0,No,No,59,No,No,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,No,Credit card,75.77,4361.15787671808,No
C00212,Male,0,Yes,Yes,59,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card,53.78,449.9732589726945,No
C00213,Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No,Two year,Yes,Mailed check,45.55,8171.993049146884,No
C00214,Male,1,Yes,No,48,Yes,No phone service,No,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,No,Mailed check,98.72,4572.630909366442,No
C00215,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,54.7,2819.224941137214,No
C00216,Female,0,No,No,21,Yes,No,No,Yes,No,No,Yes,No,No,One year,No,Electronic check,49.7,1371.431738427601,No
C00217,Male,1,Yes,No,23,Yes,No,No,No,No,Yes,No,No internet service,No,Two year,Yes,Credit card,103.0,2936.0415029858464,No
C00218,Female,0,No,No,29,Yes,No,No,No,Yes,No internet service,No,No,No,One year,Yes,Bank transfer,102.63,177.89713302185714,Yes
C00219,Male,1,Yes,No,57,Yes,Yes,No,No,Yes,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,53.64,3153.139881335786,No
C00220,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No,Two year,Yes,Electronic check,101.25,4609.577447511971,Yes
C00221,Male,1,No,No,63,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,103.08,7561.6959502652435,Yes
C00222,Female,0,No,No,18,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,60.39,5961.598324692999,Yes
C00223,Female,1,Yes,No,47,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Two year,Yes,Credit card,24.65,967.7534018046027,No
C00224,Female,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,18.16,1281.4038718504366,No
C00225,Female,1,Yes,No,54,Yes,No,DSL,No internet service,Yes,No,Yes,No,No,Two year,Yes,Credit card,70.33,3713.1139690887635,No
C00226,Male,0,No,No,54,Yes,No,DSL,No,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,52.41,1697.373329963207,No
C00227,Female,0,Yes,No,17,No,Yes,No,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,117.71,241.54112097524063,Yes
C00228,Male,1,No,No,62,Yes,Yes,No,No,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,95.24,6981.894055264023,No
C00229,Male,0,No,No,46,No,Yes,No,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer,94.13,169.31925566370305,No
C00230,Female,0,Yes,No,56,Yes,No,DSL,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,113.52,7204.570945882376,No
C00231,Female,0,No,Yes,44,Yes,No,DSL,Yes,No,No,Yes,Yes,No internet service,One year,No,Bank transfer,106.77,1249.8136713849142,No
C00232,Female,0,Yes,No,32,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No,One year,Yes,Mailed check,49.82,8453.38585693012,No
C00233,Female,0,Yes,Yes,16,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,34.6,5237.398437268546,Yes
C00234,Female,0,No,No,69,No,No,DSL,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer,92.59,6374.507312946083,No
C00235,Female,1,No,No,3,Yes,No,DSL,No,No internet service,Yes,No,No,Yes,Two year,No,Electronic check,55.83,958.2245053670267,Yes
C00236,Female,0,No,No,19,Yes,No,No,Yes,Yes,No,Yes,No,No internet service,Two year,Yes,Mailed check,65.32,7477.028629044687,No
C00237,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card,81.04,7278.315189724853,No
C00238,Male,1,Yes,No,14,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,Two year,No,Electronic check,108.79,5663.405960661317,No
C00239,Female,1,No,No,69,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,No,Two year,Yes,Electronic check,59.91,4356.229900635795,No
C00240,Female,0,No,Yes,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.33,6257.475598570995,Yes
C00241,Male,0,No,No,8,Yes,No phone service,DSL,No internet service,No,No,No,No,No,One year,Yes,Bank transfer,44.83,51.4154116167442,No
C00242,Female,0,Yes,Yes,15,Yes,Yes,No,Yes,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,87.8,5138.238671570839,No
C00243,Male,0,No,Yes,68,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer,18.16,7349.553408241269,No
C00244,Male,0,Yes,No,60,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,105.15,3095.3927214666487,No
C00245,Female,0,Yes,No,9,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,Yes,Two year,No,Electronic check,21.04,939.1935887763376,No
C00246,Male,0,No,No,49,No,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer,89.28,3650.268387022827,No
C00247,Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,22.63,6306.17688668443,Yes
C00248,Male,1,No,No,69,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,44.62,930.6233975448429,No
C00249,Male,1,Yes,No,50,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,67.72,1787.0591627263948,No
C00250,Female,0,Yes,No,18,Yes,Yes,DSL,No,No,Yes,No internet service,No,No,Month-to-month,No,Mailed check,59.99,1279.7171675453144,Yes
C00251,Male,0,No,No,41,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,37.18,6911.927884103926,No
C00252,Female,0,No,Yes,34,No,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,51.38,545.4677145304183,No
C00253,Male,0,No,No,45,Yes,Yes,No,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,90.77,5954.764732838477,Yes
C00254,Male,0,No,No,25,No,No,DSL,No,Yes,No,No internet service,No,No internet service,One year,Yes,Credit card,84.93,3178.2808736924285,No
C00255,Male,0,No,No,68,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,25.18,6554.977449544227,No
C00256,Male,1,No,No,63,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,One year,No,Bank transfer,92.73,8364.097391113959,No
C00257,Female,0,No,No,36,Yes,No phone service,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,23.3,993.451383313561,No
C00258,Female,1,Yes,No,48,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,72.29,2726.6614611780674,Yes
C00259,Male,0,No,No,20,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,44.01,7026.217834605646,No
C00260,Male,0,Yes,No,63,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card,76.77,2308.3916822218534,Yes
C00261,Female,0,No,No,4,Yes,No,No,Yes,No,No,No,Yes,No internet service,Two year,No,Credit card,44.13,1865.740938180313,No
C00262,Male,1,No,No,69,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card,116.5,7158.503202057592,No
C00263,Male,1,Yes,Yes,3,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No,One year,Yes,Credit card,48.97,8560.96534302378,No
C00264,Male,0,No,Yes,38,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Bank transfer,42.2,4829.825358353307,No
C00265,Female,0,No,Yes,34,Yes,No,No,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,45.85,2411.5167942950516,No
C00266,Female,0,Yes,No,0,Yes,Yes,No,No internet service,No,No,No,No internet service,Yes,Month-to-month,No,Electronic check,107.65,3456.7625849572682,No
C00267,Female,0,No,No,23,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,81.62,1475.540329398041,No
C00268,Male,1,No,Yes,56,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,91.07,6607.848369819496,No
C00269,Male,0,Yes,No,69,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,109.8,6708.340156576866,No
C00270,Female,0,No,Yes,40,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card,109.19,7589.924366933374,No
C00271,Female,0,Yes,No,53,No,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,One year,Yes,Credit card,91.89,230.7240340729985,No
C00272,Female,1,No,No,45,Yes,No,DSL,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,No,Credit card,37.78,4874.064175925587,No
C00273,Female,0,No,Yes,59,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,No,Credit card,102.34,1858.2373820584382,No
C00274,Male,0,No,No,59,Yes,Yes,No,Yes,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,38.38,2956.4783933652134,No
C00275,Female,0,Yes,Yes,56,Yes,Yes,DSL,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer,92.29,6807.92005137988,Yes
C00276,Male,0,No,Yes,30,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Bank transfer,86.56,1665.5078669312563,No
C00277,Female,0,No,No,23,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,Two year,No,Electronic check,93.89,5536.338002789791,No
C00278,Male,0,Yes,No,35,Yes,No,No,No,Yes,No,No,No,No internet service,Two year,Yes,Credit card,71.27,5677.052576482267,No
C00279,Female,1,No,No,29,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,Two year,No,Credit card,81.87,8274.856523947654,No
C00280,Female,0,Yes,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,113.33,6722.970733131471,Yes
C00281,Female,1,No,No,29,Yes,No,DSL,Yes,No internet service,Yes,No,No,No internet service,One year,No,Electronic check,28.11,6969.927631263983,No
C00282,Female,1,Yes,No,6,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer,48.88,4610.57329623219,No
C00283,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer,79.14,1619.9499405192407,No
C00284,Female,0,Yes,No,54,Yes,No,No,Yes,No,No,Yes,Yes,No internet service,Month-to-month,No,Credit card,114.41,3690.9110708752637,No
C00285,Male,1,No,Yes,13,No,Yes,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,27.56,4765.723071068018,Yes
C00286,Male,0,Yes,Yes,9,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,20.25,5883.930170113027,No
C00287,Male,0,No,No,15,Yes,No,DSL,Yes,No,No internet service,Yes,No,No,One year,Yes,Electronic check,23.57,5270.661126918305,No
C00288,Male,0,Yes,Yes,53,Yes,Yes,DSL,No,Yes,No,No,No internet service,No,One year,Yes,Electronic check,23.24,3416.9697101992533,No
C00289,Female,0,Yes,No,69,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,No,Two year,Yes,Electronic check,108.78,2301.0605769749327,No
C00290,Male,1,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Credit card,90.13,1459.0661031055433,No
C00291,Male,0,No,Yes,72,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,85.71,6017.721035139366,No
C00292,Male,0,Yes,No,44,Yes,Yes,No,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,70.26,5597.542702312182,No
C00293,Female,0,No,Yes,55,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,96.2,5961.581395517457,Yes
C00294,Female,0,No,No,56,Yes,No,No,Yes,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,33.56,3230.93059815864,No
C00295,Female,0,No,No,20,Yes,No,No,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card,57.19,2275.8630451560716,No
C00296,Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer,67.0,6589.063083649666,No
C00297,Male,0,Yes,No,49,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,No,Bank transfer,29.04,6709.843857314912,No
C00298,Male,0,No,Yes,32,No,No,Fiber optic,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,59.95,3951.560811414409,Yes
C00299,Female,0,Yes,No,6,No,No,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,49.65,5307.044127187002,No
C00300,Male,0,No,No,69,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,21.56,3239.5360478818916,Yes
C00301,Male,1,No,No,14,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No,Yes,Two year,No,Electronic check,31.67,6087.988066639084,No
C00302,Male,0,No,No,31,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Credit card,94.4,7248.2134077269875,Yes
C00303,Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No internet service,Two year,No,Electronic check,19.8,5969.047214332088,No
C00304,Female,1,No,Yes,14,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,111.43,4445.629122645215,No
C00305,Male,0,Yes,Yes,47,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,Yes,Two year,No,Electronic check,26.64,3977.940482677328,No
C00306,Female,0,No,No,70,Yes,No phone service,No,Yes,Yes,No,No,No internet service,Yes,Two year,No,Bank transfer,97.92,5570.83833291263,No
C00307,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Credit card,107.86,5895.999862858337,No
C00308,Female,0,Yes,No,41,Yes,No phone service,DSL,No,No,No internet service,No,No,Yes,One year,Yes,Bank transfer,112.11,4845.8604636883265,No
C00309,Female,0,No,No,25,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,104.75,5420.124352006436,No
C00310,Female,0,No,No,13,No,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card,46.76,837.7136432750781,No
C00311,Male,0,No,Yes,56,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer,51.31,8254.6623215024,No
C00312,Female,0,No,No,36,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.65,6858.374781747932,Yes
C00313,Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,One year,No,Electronic check,31.93,3243.076413966936,No
C00314,Male,0,Yes,No,20,Yes,Yes,DSL,No,No internet service,No,No,Yes,No,Two year,No,Bank transfer,20.23,4881.273774800833,No
C00315,Female,0,No,No,68,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,104.91,410.4456498731824,No
C00316,Male,0,Yes,No,2,Yes,No,No,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,73.41,357.56883081385075,Yes
C00317,Male,0,Yes,Yes,36,Yes,Yes,DSL,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,78.87,2175.1739604260524,No
C00318,Male,1,Yes,No,48,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card,110.7,5981.782344228378,No
C00319,Female,0,Yes,No,18,Yes,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,84.51,7390.677416669501,No
C00320,Female,0,Yes,No,11,No,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,87.09,4849.819137065225,No
C00321,Male,0,Yes,Yes,60,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,96.7,4615.187250397743,No
C00322,Female,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card,29.63,3489.2305865733842,No
C00323,Female,0,Yes,No,32,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,54.02,1401.5390720239177,Yes
C00324,Female,1,No,Yes,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer,114.82,1026.4851208054936,No
C00325,Female,1,Yes,Yes,67,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,110.29,6597.375569069439,Yes
C00326,Male,0,Yes,Yes,70,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,106.41,8044.2383003952,No
C00327,Male,1,No,No,32,Yes,Yes,DSL,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card,63.21,3974.690335718147,Yes
C00328,Female,0,Yes,No,23,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,Yes,One year,No,Mailed check,103.72,5719.37219804073,No
C00329,Female,0,No,No,60,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,22.84,7931.091206090403,No
C00330,Male,0,No,Yes,60,Yes,No phone service,No,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,32.85,781.5555384378356,No
C00331,Male,1,Yes,No,27,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,59.4,6682.385642901346,Yes
C00332,Female,0,Yes,No,57,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,No,Two year,Yes,Credit card,66.34,5349.652838189363,No
C00333,Male,0,No,No,42,No,No,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Electronic check,44.35,5191.980251991387,No
C00334,Female,0,No,No,40,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,No,Two year,No,Bank transfer,53.65,2537.203136220655,No
C00335,Female,0,Yes,Yes,38,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,34.28,5931.407065986791,Yes
C00336,Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,66.91,6893.280927560595,No
C00337,Male,0,Yes,No,16,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,97.38,978.8188645566854,No
C00338,Female,0,No,No,69,Yes,No,No,No,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Bank transfer,84.14,4627.231370898073,No
C00339,Female,0,Yes,No,69,Yes,Yes,DSL,Yes,No,No,No,No internet service,No,One year,No,Mailed check,28.78,878.272914703804,No
C00340,Male,0,No,No,64,Yes,Yes,DSL,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer,66.76,7567.834469368471,No
C00341,Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,87.76,4402.7332955985,No
C00342,Male,0,No,Yes,1,Yes,No phone service,No,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,70.99,7007.486422958549,No
C00343,Female,0,No,Yes,21,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer,57.17,3192.4067354790764,No
C00344,Male,1,Yes,No,56,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,80.19,1084.8034611779904,No
C00345,Male,0,Yes,No,65,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,114.86,359.92346693727563,No
C00346,Male,0,Yes,Yes,15,No,No,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Bank transfer,27.49,2441.532940958813,No
C00347,Female,0,Yes,Yes,50,Yes,No,DSL,No internet service,No,No,No,No internet service,Yes,Month-to-month,No,Mailed check,57.0,2118.238883257653,Yes
C00348,Female,0,No,Yes,38,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Credit card,58.66,4859.932670675129,No
C00349,Male,0,Yes,No,39,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,75.7,188.54094252653388,Yes
C00350,Female,0,Yes,Yes,37,Yes,Yes,DSL,No,No,No,Yes,Yes,No internet service,Two year,Yes,Credit card,33.22,4514.90833070673,No
C00351,Male,0,No,No,59,Yes,No phone service,No,Yes,No,No,No,Yes,No internet service,Two year,Yes,Bank transfer,35.66,3397.8363184701034,No
C00352,Male,0,No,Yes,58,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No,No,Two year,Yes,Electronic check,46.54,5005.381446967956,No
C00353,Female,0,No,No,9,Yes,Yes,DSL,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Credit card,113.59,6092.0672216481125,No
C00354,Female,0,No,Yes,63,No,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,91.41,5499.479439677444,No
